Ticker,MAE,RMSE,MAPE (%),Directional Accuracy (%)
AAPL,0.010094433470241838,0.01436944229836158,119.63410586612335,63.1578947368421
GOOG,0.01198814904705251,0.018965701101533634,256.278187099219,65.78947368421053
MSFT,0.007172860459709569,0.009326676140569996,136.0618209019919,50.0
TSM,0.018848898076783225,0.024515683015511575,132.49232454142444,60.526315789473685
AVGO,0.01983286985400975,0.030946296432858185,198.17854356720025,71.05263157894737
META,0.010556023896648692,0.012837182200581039,185.65848360201406,60.526315789473685
NVDA,0.01557036315590494,0.020411370947088798,220.95471012025544,65.78947368421053
ORCL,0.033154130985781585,0.06416821117089164,158.14222604307383,50.0
TCEHY,0.011354315689846718,0.015397093228063194,158.64684994960646,57.89473684210527
