Ticker,MAE,RMSE,MAPE (%)
AAPL,0.011775738884397322,0.015869293583528208,182.38133137999836
GOOG,0.012886009395727123,0.0193756644993641,181.73533183821058
MSFT,0.007510570185943103,0.010169411331844454,109.11736535556173
TSM,0.02051785326217997,0.025592667089251512,170.40854267329658
AVGO,0.023279621208193702,0.03398106082265226,236.12071253168355
META,0.010846995298971741,0.013453716849345484,130.41622922342253
NVDA,0.01619423661824019,0.02157323243399959,118.7253202052533
ORCL,0.0349269135862843,0.06693906663144786,117.80245322092597
TCEHY,0.012430727968121157,0.017164042193102462,252.1084305130097
